iteration_number,acc_x_vals,acc_y_vals,acc_z_vals,gyro_x_vals,gyro_y_vals,gyro_z_vals,activity_name,timestamp
2,34.009,-16.306,4.474,2.916,1.424,-4.212,Walking Upstairs,1665775778461
2,-11.461,-28.813,-0.727,-2.880,0.311,3.320,Walking Upstairs,1665775778697
2,14.641,4.427,6.612,-2.094,1.693,1.544,Walking Upstairs,1665775778938
2,38.474,-4.182,9.269,3.720,1.097,-3.916,Walking Upstairs,1665775779175
2,-12.415,-22.396,-6.605,1.303,0.675,-0.794,Walking Upstairs,1665775779412
2,19.072,-0.427,9.427,-3.047,1.186,0.835,Walking Upstairs,1665775779651
2,-3.206,4.388,2.828,-2.313,0.839,-0.867,Walking Upstairs,1665775779890
2,16.167,-13.832,-0.158,1.026,0.107,-4.570,Walking Upstairs,1665775780126
2,-2.839,-8.611,-2.277,-1.944,-2.356,-1.660,Walking Upstairs,1665775780366
2,28.463,-3.200,2.548,-3.735,-2.170,3.685,Walking Upstairs,1665775780604
2,9.240,-2.175,2.797,-2.776,1.185,0.397,Walking Upstairs,1665775780842
2,19.556,4.312,4.464,-1.510,1.763,0.917,Walking Upstairs,1665775781080
2,4.560,-5.713,-4.938,0.042,3.761,-2.973,Walking Upstairs,1665775781319
2,1.032,-2.515,8.069,0.229,2.851,-1.749,Walking Upstairs,1665775781557
2,-1.115,0.966,4.890,-0.453,-0.115,-0.312,Walking Upstairs,1665775781796
2,-0.346,-0.367,16.746,-0.990,-0.026,1.443,Walking Upstairs,1665775782036
2,-1.553,7.854,6.052,1.591,0.510,-0.360,Walking Upstairs,1665775782274
2,-0.578,1.134,8.897,-0.076,1.247,0.004,Walking Upstairs,1665775782511
2,-1.352,2.379,5.722,1.415,1.703,1.143,Walking Upstairs,1665775782753
2,5.791,0.913,6.100,0.021,-0.471,0.297,Walking Upstairs,1665775782987
2,-3.634,3.878,13.568,1.027,0.270,-0.430,Walking Upstairs,1665775783229
2,2.113,2.595,3.940,-1.524,0.298,0.372,Walking Upstairs,1665775783465
2,-3.433,4.278,14.035,-0.325,-0.064,0.055,Walking Upstairs,1665775783704
2,0.061,-0.396,2.225,-1.550,0.604,1.848,Walking Upstairs,1665775783941
2,-7.287,3.306,23.380,-1.469,0.334,0.779,Walking Upstairs,1665775784179
2,-14.024,5.030,33.022,-0.170,2.705,0.677,Walking Upstairs,1665775784421
2,-0.631,2.072,1.149,0.135,-0.125,0.952,Walking Upstairs,1665775784658
2,-3.881,3.109,7.796,-0.959,0.005,0.785,Walking Upstairs,1665775784894
2,-2.243,7.464,13.534,-0.121,0.491,0.972,Walking Upstairs,1665775785131
2,-2.420,3.529,8.442,1.547,0.003,0.595,Walking Upstairs,1665775785371
2,-0.547,3.639,6.483,-0.072,-0.155,1.278,Walking Upstairs,1665775785608
2,0.429,5.356,8.488,-0.804,1.373,1.212,Walking Upstairs,1665775785847
2,0.066,4.427,8.461,-0.674,0.926,1.093,Walking Upstairs,1665775786087
2,-3.833,5.861,11.357,-0.560,1.327,0.445,Walking Upstairs,1665775786326
2,-2.320,1.330,6.296,0.485,0.347,0.572,Walking Upstairs,1665775786563
2,-0.351,5.687,7.848,-0.896,0.037,1.103,Walking Upstairs,1665775786799
2,-3.299,2.882,5.882,0.705,-0.411,0.075,Walking Upstairs,1665775787038
2,-1.982,4.427,7.896,0.226,-0.829,-0.201,Walking Upstairs,1665775787277
3,-2.444,4.211,7.923,-0.392,-0.327,0.144,Sitting,1665775793473
3,0.008,4.180,9.934,0.230,-0.500,-0.721,Sitting,1665775793711
3,-1.062,5.167,7.851,0.205,-0.255,-0.441,Sitting,1665775793949
3,-2.154,5.967,8.945,0.465,-0.180,-0.092,Sitting,1665775794188
3,-1.534,5.924,7.690,0.303,0.136,0.604,Sitting,1665775794426
3,-0.571,6.338,7.987,0.033,0.090,0.367,Sitting,1665775794665
3,-0.562,6.793,6.756,0.127,0.187,0.056,Sitting,1665775794904
3,-0.892,7.373,6.929,-0.117,0.051,0.048,Sitting,1665775795143
3,-1.663,6.958,7.939,0.319,0.502,0.374,Sitting,1665775795380
3,0.963,6.678,6.610,-0.143,0.993,0.049,Sitting,1665775795617
3,-1.352,6.839,6.742,-0.209,-0.025,0.160,Sitting,1665775795857
3,-0.863,7.219,6.809,-0.038,-0.012,-0.017,Sitting,1665775796094
3,-1.362,7.054,6.953,-0.109,-0.005,-0.007,Sitting,1665775796332
3,-1.637,6.724,5.722,-0.239,0.025,0.210,Sitting,1665775796570
3,-1.594,7.413,6.457,-0.580,-0.399,-0.072,Sitting,1665775796809
3,-2.648,6.017,7.379,-0.233,0.387,0.566,Sitting,1665775797047
3,-0.811,7.231,7.602,-0.084,0.043,0.741,Sitting,1665775797288
3,-1.891,4.063,9.297,-0.351,0.833,0.448,Sitting,1665775797527
3,-0.018,4.997,7.810,-0.233,0.259,0.992,Sitting,1665775797762
3,-1.987,4.805,5.808,-0.465,0.901,1.358,Sitting,1665775798000
3,-3.038,3.569,10.533,-0.580,0.755,1.135,Sitting,1665775798239
3,-2.188,3.311,9.312,-0.154,0.688,0.990,Sitting,1665775798478
3,-0.332,3.732,9.858,0.014,0.388,0.691,Sitting,1665775798716
3,-0.351,4.750,9.853,0.023,0.710,0.448,Sitting,1665775798957
3,-0.868,5.433,9.400,-0.165,0.512,0.333,Sitting,1665775799193
3,-2.609,5.327,9.815,0.405,0.546,0.404,Sitting,1665775799432
3,-1.697,4.812,10.782,-0.248,0.207,0.903,Sitting,1665775799669
3,-2.779,5.212,5.470,-0.065,0.555,0.727,Sitting,1665775799909
3,-1.232,8.086,6.636,0.047,0.063,0.091,Sitting,1665775800146
3,0.090,7.600,6.363,0.204,-0.002,0.413,Sitting,1665775800384
3,0.422,5.413,4.548,-0.745,0.303,0.293,Sitting,1665775800624
3,3.703,6.846,12.880,-0.745,0.231,-0.044,Sitting,1665775800860
3,-0.028,4.963,8.916,-0.465,-0.250,0.141,Sitting,1665775801100
3,-1.340,5.766,6.730,-0.003,-0.031,-0.096,Sitting,1665775801337
3,-0.765,5.619,7.860,-0.019,-0.009,-0.013,Sitting,1665775801575
3,-0.722,5.622,8.021,0.055,0.059,0.038,Sitting,1665775801812
3,-0.521,5.481,8.301,0.002,0.020,0.014,Sitting,1665775802051
3,-0.689,5.564,8.234,-0.011,0.022,-0.017,Sitting,1665775802289
3,-0.796,5.567,8.210,0.017,0.015,-0.013,Sitting,1665775802528
3,-0.744,5.516,8.258,0.014,0.004,-0.018,Sitting,1665775802766
3,-0.753,5.552,8.229,-0.002,-0.011,-0.009,Sitting,1665775803004
3,-0.732,5.562,8.210,-0.010,-0.005,-0.014,Sitting,1665775803242
3,-0.837,5.564,8.078,0.001,-0.003,-0.004,Sitting,1665775803480
3,-0.818,5.586,8.198,0.002,0.000,-0.007,Sitting,1665775803719
3,-0.897,5.653,8.181,0.017,0.021,-0.013,Sitting,1665775803958
3,-0.887,5.619,8.093,-0.009,0.014,-0.009,Sitting,1665775804197
3,-0.899,5.574,8.161,0.003,0.005,-0.007,Sitting,1665775804436
3,-0.832,5.526,8.205,0.016,-0.011,-0.019,Sitting,1665775804674
3,-0.861,5.533,8.163,0.024,-0.013,-0.026,Sitting,1665775804912
3,-0.971,5.579,8.332,0.018,-0.002,0.002,Sitting,1665775805151
3,-0.770,5.548,8.370,0.011,0.004,-0.009,Sitting,1665775805390
3,-0.974,5.629,8.156,0.002,-0.020,-0.002,Sitting,1665775805627
3,-0.902,5.548,8.311,-0.024,0.009,0.007,Sitting,1665775805866
3,-1.021,5.636,8.014,-0.002,0.014,0.010,Sitting,1665775806107
3,-0.866,5.598,8.140,-0.038,-0.013,0.007,Sitting,1665775806342
3,-1.053,5.603,8.258,0.005,0.004,-0.016,Sitting,1665775806580
3,-0.976,5.581,8.296,-0.015,-0.009,-0.002,Sitting,1665775806818
3,-1.065,5.718,7.997,0.005,0.005,-0.010,Sitting,1665775807059
3,-0.823,5.636,7.920,0.025,0.013,-0.015,Sitting,1665775807294
3,-2.698,6.680,6.660,-0.020,0.104,0.016,Sitting,1665775807533
3,-0.327,4.901,8.066,-0.084,-0.169,0.312,Sitting,1665775807772
3,-0.317,5.636,8.163,-0.018,0.038,-0.082,Sitting,1665775808009
3,-0.976,5.440,8.334,-0.087,0.072,-0.008,Sitting,1665775808253
3,-1.280,7.844,5.520,-0.040,0.136,-0.007,Walking,1665775814502
3,-1.582,7.703,6.198,-0.067,0.022,-0.049,Walking,1665775814742
3,-4.197,4.527,3.365,0.356,-0.126,0.118,Walking,1665775814982
3,-3.239,6.910,3.109,0.045,0.479,1.115,Walking,1665775815217
3,5.092,-6.333,-0.823,1.628,-2.480,3.615,Walking,1665775815456
3,26.063,-8.565,3.008,-2.891,-0.403,6.139,Walking,1665775815694
3,13.084,-2.683,0.757,-0.183,0.772,1.515,Walking,1665775815932
3,19.290,-13.343,2.931,0.303,1.204,-2.093,Walking,1665775816172
3,5.451,-9.298,0.306,2.825,-2.515,-4.690,Walking,1665775816410
3,-0.686,-7.490,-2.054,-1.227,1.188,-1.059,Walking,1665775816648
3,22.159,-9.485,3.827,-4.165,-1.032,5.642,Walking,1665775816884
3,13.163,-2.130,3.985,-2.092,2.039,2.391,Walking,1665775817124
3,17.510,-14.907,3.564,1.717,1.857,-1.733,Walking,1665775817363
3,4.620,-7.574,-0.497,3.599,-1.825,-4.230,Walking,1665775817601
3,1.674,-6.786,-0.497,-0.869,0.023,-1.025,Walking,1665775817838
3,15.970,-13.008,2.965,-3.024,-0.017,5.348,Walking,1665775818076
3,13.319,-3.339,3.717,-0.593,1.546,1.789,Walking,1665775818315
3,15.532,-12.282,4.102,1.124,0.248,-2.086,Walking,1665775818553
3,7.894,-9.715,0.874,2.374,-3.060,-3.929,Walking,1665775818792
3,1.389,-6.575,-0.785,-0.362,0.420,-1.428,Walking,1665775819031
3,17.146,-13.738,4.124,-2.143,1.215,5.044,Walking,1665775819268
3,11.609,-5.332,2.539,-0.992,1.546,1.967,Walking,1665775819509
3,13.580,-9.518,2.483,0.330,1.036,-1.273,Walking,1665775819744
3,9.556,-9.147,0.498,2.904,-4.083,-3.407,Walking,1665775819983
3,3.432,-6.062,3.221,-1.317,0.464,-2.374,Walking,1665775820221
3,9.856,-9.437,-1.817,-0.261,1.270,2.584,Walking,1665775820458
3,11.606,-10.594,-3.082,-0.132,0.689,5.146,Walking,1665775820698
3,8.704,-7.538,-1.575,-0.033,1.459,-0.157,Walking,1665775820937
3,9.930,-13.832,3.422,0.170,-3.731,-2.675,Walking,1665775821176
3,3.174,-8.453,2.804,-0.673,-0.397,-3.795,Walking,1665775821415
3,10.591,-10.891,2.783,-0.995,1.948,2.888,Walking,1665775821650
3,11.005,-9.102,1.401,-0.572,0.539,3.481,Walking,1665775821891
3,13.908,-5.612,1.676,0.233,1.037,0.875,Walking,1665775822129
3,10.962,-12.136,3.683,0.042,-1.124,-2.726,Walking,1665775822368
3,4.510,-7.035,1.142,0.618,-0.975,-3.490,Walking,1665775822606
3,6.529,-8.378,1.188,-0.667,0.925,1.040,Walking,1665775822845
3,11.662,-8.733,1.846,-1.551,-0.303,4.111,Walking,1665775823081
3,13.024,-5.234,-1.637,0.587,-0.210,2.198,Walking,1665775823320
3,11.884,-12.352,3.298,0.196,0.033,-2.273,Walking,1665775823561
3,6.069,-8.323,0.778,1.039,-2.277,-3.573,Walking,1665775823796
3,3.219,-8.366,-0.271,-0.614,1.174,-0.728,Walking,1665775824035
3,11.453,-9.226,2.733,-1.681,0.163,4.288,Walking,1665775824273
3,12.984,-5.172,2.100,-0.537,1.357,1.998,Walking,1665775824511
3,11.681,-10.539,2.955,0.396,0.131,-2.125,Walking,1665775824749
3,7.367,-9.466,1.959,1.363,-2.144,-3.197,Walking,1665775824988
3,2.335,-6.862,-0.096,-0.663,1.332,-1.515,Walking,1665775825229
3,11.113,-10.117,3.609,-1.973,1.059,4.146,Walking,1665775825464
3,12.861,-6.161,0.570,-0.341,0.716,2.385,Walking,1665775825702
3,13.853,-9.430,1.937,0.769,0.032,-1.256,Walking,1665775825942
3,8.088,-11.662,2.110,1.581,-2.639,-3.933,Walking,1665775826182
3,5.794,-3.658,-1.501,-0.167,0.499,-2.122,Walking,1665775826417
3,4.673,2.518,11.755,-0.816,1.652,-2.256,Walking,1665775826654
3,3.456,2.204,6.799,0.204,0.002,-0.646,Walking,1665775826894
3,4.021,1.462,12.198,-0.420,0.226,-1.009,Walking,1665775827133
3,2.745,-3.476,-1.269,1.234,-3.273,0.175,Walking,1665775827370
3,12.418,-23.206,6.184,-3.129,0.049,2.925,Walking,1665775827608
3,9.135,-5.016,-1.201,0.606,-0.054,2.828,Walking,1665775827849
3,9.805,-5.155,4.330,-1.167,0.649,-1.178,Walking,1665775828086
3,13.841,-12.136,3.101,1.238,1.286,-3.132,Walking,1665775828326
3,3.432,-5.327,-0.012,2.381,-0.297,-1.500,Walking,1665775828564
3,4.534,-8.120,-0.440,-0.299,0.588,0.500,Walking,1665775828800
3,13.199,-8.963,12.660,-4.495,0.532,1.949,Walking,1665775829038
3,7.367,-5.207,6.138,-1.391,0.580,0.348,Walking,1665775829279
3,31.557,10.999,11.659,0.734,1.202,-0.677,Walking Upstairs,1665775835495
3,9.434,-14.809,-2.291,2.850,-0.272,-6.108,Walking Upstairs,1665775835732
3,-0.269,9.360,7.731,-1.000,-0.163,-0.215,Walking Upstairs,1665775835970
3,0.159,2.860,2.433,-0.552,-1.079,0.630,Walking Upstairs,1665775836209
3,-0.020,4.678,7.245,0.952,-0.992,0.046,Walking Upstairs,1665775836447
3,5.336,-3.291,-1.187,2.304,-0.772,-3.368,Walking Upstairs,1665775836687
3,28.714,13.892,15.551,-2.863,0.594,5.600,Walking Upstairs,1665775836924
3,7.700,-6.072,0.129,2.442,-0.473,-4.630,Walking Upstairs,1665775837162
3,27.148,2.635,-5.867,1.112,-2.656,5.486,Walking Upstairs,1665775837403
3,14.263,8.116,15.194,-0.825,0.369,2.459,Walking Upstairs,1665775837639
3,41.947,-21.527,8.239,2.905,-0.444,-6.617,Walking Upstairs,1665775837879
3,-3.527,-16.603,-6.224,-1.455,-0.371,4.956,Walking Upstairs,1665775838115
3,19.845,5.806,4.529,-1.180,0.392,2.290,Walking Upstairs,1665775838354
3,43.247,-7.713,3.154,2.409,1.733,-5.445,Walking Upstairs,1665775838591
3,-7.067,-25.465,-2.873,0.030,0.598,1.220,Walking Upstairs,1665775838830
3,49.790,-26.090,4.067,-0.698,-1.024,8.607,Walking Upstairs,1665775839068
3,30.788,1.208,6.210,3.114,1.299,-3.425,Walking Upstairs,1665775839307
3,4.948,-28.049,-5.699,0.839,-0.613,-7.179,Walking Upstairs,1665775839545
3,22.789,-41.478,2.249,-5.384,-1.971,10.120,Walking Upstairs,1665775839783
3,6.000,0.272,-0.221,-1.986,3.716,0.493,Walking Upstairs,1665775840022
3,35.370,-8.412,3.990,-0.730,4.519,-3.424,Walking Upstairs,1665775840260
3,12.208,-17.448,-7.378,3.683,-0.668,-6.584,Walking Upstairs,1665775840498
3,-7.498,-12.268,-6.851,-2.241,-3.316,3.325,Walking Upstairs,1665775840736
3,49.426,-23.814,13.910,-5.292,-1.389,8.560,Walking Upstairs,1665775840974
3,14.358,4.889,8.521,0.204,1.161,0.913,Walking Upstairs,1665775841214
3,26.305,-21.034,-1.807,3.024,0.528,-7.181,Walking Upstairs,1665775841451
3,-14.077,-15.377,-1.549,-1.754,-0.302,1.695,Walking Upstairs,1665775841688
3,47.824,-20.476,4.008,-3.092,0.176,8.138,Walking Upstairs,1665775841928
3,23.263,2.824,4.998,1.413,1.306,-3.670,Walking Upstairs,1665775842166
3,-17.609,-33.632,-8.221,0.429,-0.246,-6.911,Walking Upstairs,1665775842405
3,51.838,-22.713,0.012,-1.210,-0.923,9.781,Walking Upstairs,1665775842643
3,31.933,-6.573,4.356,-0.092,0.165,-3.517,Walking Upstairs,1665775842881
3,-7.074,-22.248,-1.975,-0.305,1.727,-5.828,Walking Upstairs,1665775843119
3,27.572,-36.405,-4.281,-1.165,-1.679,10.414,Walking Upstairs,1665775843362
3,22.576,-4.398,-2.830,-0.244,2.785,-2.300,Walking Upstairs,1665775843597
3,-14.165,-22.155,-10.092,-0.007,1.418,-6.743,Walking Upstairs,1665775843835
3,47.070,-10.421,0.266,-1.589,0.629,6.872,Walking Upstairs,1665775844074
3,12.869,-23.781,-2.138,0.901,-0.962,-7.873,Walking Upstairs,1665775844313
3,21.460,-35.840,2.900,-3.324,-2.806,11.050,Walking Upstairs,1665775844552
3,28.522,-4.137,1.370,2.481,-2.949,-3.263,Walking Upstairs,1665775844788
3,-21.671,-38.326,-2.969,0.032,0.513,-9.013,Walking Upstairs,1665775845027
3,43.317,-20.612,1.511,-1.926,1.166,7.589,Walking Upstairs,1665775845267
3,14.260,7.454,3.942,0.006,0.066,-1.860,Walking Upstairs,1665775845506
3,14.516,-23.180,3.075,2.115,0.866,-6.237,Walking Upstairs,1665775845745
3,4.726,-3.368,0.361,5.325,1.898,3.659,Walking Upstairs,1665775845980
3,8.196,-5.885,-1.961,4.808,-1.019,1.539,Walking Upstairs,1665775846217
3,10.636,-3.430,-0.237,3.539,-0.412,1.270,Walking Upstairs,1665775846457
3,15.697,-0.135,3.384,0.588,0.689,-2.229,Walking Upstairs,1665775846698
3,0.800,-7.076,-0.319,1.509,0.196,-0.413,Walking Upstairs,1665775846932
3,25.818,-12.079,1.954,-1.684,0.780,6.690,Walking Upstairs,1665775847172
3,11.408,-2.218,-1.506,0.438,-0.439,-1.236,Walking Upstairs,1665775847409
3,10.809,-20.210,-1.525,0.067,0.596,-4.995,Walking Upstairs,1665775847648
3,4.728,-4.326,-1.259,0.264,-1.283,4.432,Walking Upstairs,1665775847885
3,17.740,-0.597,0.242,0.379,-0.015,-0.993,Walking Upstairs,1665775848124
3,8.464,-9.768,2.139,-1.202,-1.127,-1.581,Walking Upstairs,1665775848365
3,26.068,-1.799,-0.182,-1.583,1.536,5.219,Walking Upstairs,1665775848601
3,13.534,-1.641,-0.091,1.783,-0.949,-3.259,Walking Upstairs,1665775848838
3,-0.008,-0.300,1.257,2.268,2.872,-2.178,Walking Upstairs,1665775849080
3,1.109,0.208,3.832,-1.397,-0.438,0.687,Walking Upstairs,1665775849316
3,44.095,-4.225,21.107,-1.275,-8.096,6.740,Walking Upstairs,1665775849556
3,2.630,-11.657,-1.855,-1.055,-0.654,-4.496,Walking Upstairs,1665775849792
3,3.609,-5.435,-4.926,1.133,-1.613,5.537,Walking Upstairs,1665775850033
3,19.702,-5.519,5.872,0.051,1.078,-4.775,Walking Upstairs,1665775850270
4,-1.862,5.150,6.739,0.523,0.232,-0.432,Sitting,1665775856465
4,-0.796,5.224,6.162,-0.040,-0.411,0.392,Sitting,1665775856704
4,-1.455,3.157,4.080,0.370,-0.127,0.374,Sitting,1665775856941
4,1.013,2.947,12.662,0.325,0.469,0.961,Sitting,1665775857182
4,-0.595,5.093,9.762,0.389,0.810,0.284,Sitting,1665775857418
4,0.126,5.653,8.119,0.293,0.153,0.158,Sitting,1665775857657
4,0.152,7.150,12.847,0.549,-0.796,-0.131,Sitting,1665775857897
4,5.185,6.089,4.022,0.545,0.459,-0.786,Sitting,1665775858133
4,0.023,7.552,1.530,0.531,-0.093,-0.402,Sitting,1665775858371
4,-0.471,8.764,5.422,-0.204,-0.603,-0.593,Sitting,1665775858609
4,-0.959,7.957,5.465,-0.049,-0.179,-0.073,Sitting,1665775858848
4,-0.638,8.057,5.796,-0.176,-0.096,-0.051,Sitting,1665775859086
4,-0.097,7.952,6.033,-0.042,-0.108,-0.222,Sitting,1665775859324
4,0.484,8.455,8.057,-0.626,-0.191,0.022,Sitting,1665775859563
4,-0.605,7.018,6.050,-0.001,0.032,-0.020,Sitting,1665775859802
4,-0.344,7.569,6.294,0.041,0.028,0.072,Sitting,1665775860039
4,0.142,7.823,6.287,0.068,0.011,0.144,Sitting,1665775860278
4,-0.202,7.607,6.586,-0.018,0.119,0.017,Sitting,1665775860516
4,0.142,7.785,6.153,0.028,-0.026,0.027,Sitting,1665775860755
4,-0.061,7.900,6.016,0.131,0.148,0.058,Sitting,1665775860992
4,-0.475,7.643,6.478,-0.023,0.001,0.018,Sitting,1665775861234
4,-0.054,7.816,6.222,-0.001,-0.014,-0.019,Sitting,1665775861469
4,0.066,7.904,5.932,0.007,-0.049,-0.070,Sitting,1665775861707
4,0.037,7.888,5.987,0.023,-0.041,0.071,Sitting,1665775861947
4,0.095,7.854,6.229,-0.060,-0.066,0.029,Sitting,1665775862185
4,0.237,7.696,5.757,-0.004,-0.113,-0.003,Sitting,1665775862422
4,0.613,8.187,5.690,0.080,-0.009,0.044,Sitting,1665775862661
4,-0.234,7.643,6.229,-0.041,-0.005,-0.064,Sitting,1665775862900
4,0.338,7.856,5.868,0.045,-0.008,0.107,Sitting,1665775863137
4,0.331,8.076,4.653,0.285,0.086,0.095,Sitting,1665775863376
4,0.006,7.543,7.178,-0.147,0.005,0.137,Sitting,1665775863615
4,0.558,7.717,6.133,-0.132,0.073,0.015,Sitting,1665775863852
4,0.295,7.650,6.105,0.045,0.058,-0.013,Sitting,1665775864089
4,0.357,7.569,6.361,-0.008,-0.015,0.017,Sitting,1665775864328
4,0.690,7.706,6.081,0.016,0.026,-0.084,Sitting,1665775864568
4,0.486,7.677,6.356,-0.034,-0.070,-0.014,Sitting,1665775864805
4,0.171,7.739,6.093,0.027,0.064,-0.065,Sitting,1665775865043
4,0.819,7.756,6.715,0.041,0.072,-0.038,Sitting,1665775865282
4,0.810,7.780,7.005,-0.092,0.021,0.033,Sitting,1665775865521
4,0.906,7.571,6.509,0.038,-0.025,0.100,Sitting,1665775865757
4,0.217,7.052,7.204,-0.428,0.003,-0.091,Sitting,1665775866000
4,0.510,7.056,7.008,-0.125,-0.041,-0.054,Sitting,1665775866237
4,0.917,7.449,6.907,0.078,0.018,0.087,Sitting,1665775866473
4,1.068,7.238,6.768,0.067,0.012,-0.003,Sitting,1665775866712
4,1.416,7.423,6.833,0.019,0.013,-0.060,Sitting,1665775866950
4,0.335,7.136,7.032,0.024,0.077,0.089,Sitting,1665775867189
4,1.265,7.509,6.720,0.110,0.058,0.149,Sitting,1665775867427
4,0.400,7.246,6.584,0.015,0.080,0.047,Sitting,1665775867667
4,0.819,7.310,6.677,-0.336,0.016,-0.213,Sitting,1665775867903
4,0.176,7.459,5.616,-0.043,0.004,-0.173,Sitting,1665775868142
4,-0.075,6.803,7.221,-0.041,0.132,-0.064,Sitting,1665775868382
4,0.762,7.286,7.051,-0.010,-0.014,0.006,Sitting,1665775868618
4,0.894,7.100,7.633,-0.089,-0.077,0.036,Sitting,1665775868855
4,0.865,7.126,6.888,-0.077,-0.035,-0.041,Sitting,1665775869095
4,0.259,6.767,7.357,-0.054,-0.071,0.027,Sitting,1665775869332
4,0.688,6.942,7.338,-0.014,-0.029,0.016,Sitting,1665775869572
4,1.080,7.085,7.558,-0.022,-0.014,0.038,Sitting,1665775869808
4,0.467,6.824,7.376,-0.017,0.204,0.048,Sitting,1665775870047
4,0.477,6.745,7.412,-0.087,0.006,-0.023,Sitting,1665775870286
4,1.186,7.124,7.017,0.061,-0.001,0.017,Sitting,1665775870524
4,0.491,6.848,7.214,0.024,0.015,-0.039,Sitting,1665775870762
4,0.891,7.021,7.072,0.039,0.019,-0.003,Sitting,1665775871003
4,-0.116,7.904,5.425,-0.473,0.134,-0.162,Sitting,1665775871241
4,-1.453,6.455,7.036,0.298,-0.025,0.027,Walking,1665775877516
4,-1.031,6.269,6.878,0.045,0.004,-0.023,Walking,1665775877754
4,-0.095,6.072,6.790,-1.226,-3.011,2.195,Walking,1665775877991
4,-1.460,-0.386,-0.505,1.050,-1.435,0.174,Walking,1665775878232
4,25.795,-19.901,3.171,-2.842,-1.186,6.994,Walking,1665775878468
4,8.668,-1.213,1.846,-0.512,1.170,0.374,Walking,1665775878706
4,16.070,-5.033,2.850,0.640,-0.206,-1.869,Walking,1665775878945
4,9.554,-11.942,1.652,2.305,-0.657,-3.784,Walking,1665775879183
4,2.067,-3.222,-1.122,0.391,-0.080,-0.439,Walking,1665775879424
4,14.296,-14.136,3.053,-4.242,1.530,4.504,Walking,1665775879659
4,10.572,-4.784,1.300,-0.380,0.302,1.225,Walking,1665775879897
4,15.177,-3.603,2.486,0.291,0.454,-1.004,Walking,1665775880135
4,15.053,-12.903,1.755,2.813,-2.811,-3.319,Walking,1665775880373
4,1.928,-4.008,-0.711,0.113,-0.580,-1.407,Walking,1665775880611
4,6.184,-8.184,1.858,-2.178,0.334,3.357,Walking,1665775880853
4,14.655,-5.092,5.207,-2.048,1.364,2.395,Walking,1665775881088
4,13.364,-3.052,1.964,0.056,-0.013,-0.326,Walking,1665775881327
4,11.185,-10.168,3.425,2.507,-1.818,-2.772,Walking,1665775881565
4,6.280,-5.777,1.269,0.402,-0.612,-1.884,Walking,1665775881803
4,3.959,-5.160,-0.086,-0.454,1.835,0.824,Walking,1665775882043
4,15.599,-11.231,1.183,-1.212,-0.588,4.130,Walking,1665775882280
4,9.190,-4.151,1.197,0.421,-0.963,0.616,Walking,1665775882518
4,13.630,-8.158,5.429,0.911,-2.237,-1.551,Walking,1665775882758
4,10.447,-11.578,3.219,0.201,-0.063,-3.908,Walking,1665775882995
4,1.214,-5.768,1.267,0.008,0.425,-0.698,Walking,1665775883236
4,14.366,-12.036,-0.732,-0.800,1.118,5.104,Walking,1665775883472
4,9.928,-5.277,0.476,0.284,-0.043,1.220,Walking,1665775883712
4,13.405,-7.097,3.465,-0.121,-0.894,-1.028,Walking,1665775883953
4,10.222,-11.035,1.511,1.728,-2.264,-2.690,Walking,1665775884188
4,3.578,-5.598,1.463,-0.077,0.616,-1.826,Walking,1665775884427
4,8.419,-11.928,-0.950,-1.381,1.093,3.580,Walking,1665775884664
4,11.635,-6.046,1.413,0.871,0.457,1.270,Walking,1665775884902
4,10.225,-4.669,1.370,-0.527,0.111,0.292,Walking,1665775885141
4,11.338,-7.361,3.080,1.224,-1.349,-1.614,Walking,1665775885380
4,7.037,-8.223,1.396,0.980,-0.774,-2.510,Walking,1665775885618
4,0.934,-5.639,0.060,-0.591,0.721,-0.104,Walking,1665775885857
4,14.054,-13.736,2.637,-1.683,0.516,5.044,Walking,1665775886093
4,6.467,-5.483,1.626,-0.970,1.137,0.430,Walking,1665775886331
4,14.401,-6.707,3.303,0.136,0.267,-1.486,Walking,1665775886570
4,9.690,-11.470,1.705,2.106,-1.783,-3.007,Walking,1665775886808
4,3.744,-4.333,1.288,0.325,-0.026,-0.779,Walking,1665775887047
4,9.532,-12.955,1.274,-2.068,1.597,3.750,Walking,1665775887287
4,9.396,-4.810,0.972,-0.288,1.251,0.440,Walking,1665775887524
4,13.846,-4.525,4.716,0.061,-0.257,-0.142,Walking,1665775887761
4,12.981,-11.396,1.980,2.241,-2.213,-3.032,Walking,1665775888002
4,4.199,-5.670,0.594,0.911,-0.573,-1.856,Walking,1665775888240
4,4.175,-9.586,0.999,-1.420,0.912,2.611,Walking,1665775888477
4,16.691,-5.437,6.174,-1.259,0.490,2.001,Walking,1665775888719
4,10.981,-3.802,3.518,-0.671,-0.147,0.788,Walking,1665775888953
4,13.245,-8.354,2.174,2.145,-1.599,-1.625,Walking,1665775889192
4,7.473,-7.028,1.279,0.803,-1.282,-1.594,Walking,1665775889431
4,1.447,-6.747,0.764,-0.738,1.629,-0.495,Walking,1665775889669
4,17.649,-8.671,4.294,-2.367,-0.396,3.923,Walking,1665775889906
4,6.831,-5.274,1.034,-0.838,0.457,1.231,Walking,1665775890146
4,12.641,-7.476,3.250,0.641,-0.233,-1.568,Walking,1665775890386
4,8.713,-10.987,1.700,1.705,-1.969,-2.624,Walking,1665775890624
